session_id	session_start_utc	session_date_lagos	visitor_id	source	channel	medium	campaign	gclid	device	country	landing_page	page_views	duration_seconds	user_agent	is_new_visitor	converted	transaction_id	revenue_ngn	is_bot	is_spam
S000162415	2025-02-28T13:14:03Z	2025-02-28	u079229	facebook	Facebook / Meta	paid	wedding_season_24	Cj0KCQ5383906662	Mobile	Nigeria	/booking	4	343	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000162416	2025-02-28T16:00:18Z	2025-02-28	u014923	meta	Facebook / Meta	none	blackfriday24	Not applicable	Mobile	United Kingdom	/rates	1	26	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000162417	2025-02-28T15:24:33Z	2025-02-28	u077185	linkedin	Referral / Other	social	harmattan_drop	Not applicable	Mobile	Nigeria	/about	40	0	python-requests/2.31.0	False	False	Not applicable	0.0	True	False
S000162418	2025-02-28T15:19:29Z	2025-02-28	u085081	google.com	Google	referral	Not applicable	Not applicable	Desktop	Nigeria	/shop	1	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000162419	2025-02-28T19:48:39Z	2025-02-28	u013888	tik tok	TikTok	none	lagos_nights_launch	Not applicable	Mobile	United Kingdom	/shop	1	15	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000162420	2025-02-28T19:30:22Z	2025-02-28	u026527	instagram	Instagram	social	blackfriday24	Not applicable	Mobile	Nigeria	/commercial	2	89	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000162421	2025-02-28T08:06:20Z	2025-02-28	u089680	ig	Instagram	paid	harmattan_drop	Cj0KCQ1138864198	Tablet	Nigeria	/commercial	1	0	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000162422	2025-02-28T09:36:36Z	2025-02-28	u056596	linkedin	Referral / Other	none	harmattan_drop	Not applicable	Desktop	United Kingdom	/	3	95	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000162423	2025-02-28T15:31:21Z	2025-02-28	u036334	google	Google	paid	black_friday	Cj0KCQ9172427111	Desktop	Nigeria	/contact	3	270	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000162424	2025-02-28T11:46:59Z	2025-02-28	u041127	facebook	Facebook / Meta	social	wedding_season_23	Not applicable	Mobile	Nigeria	/contact	6	548	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000162425	2025-02-28T21:49:52Z	2025-02-28	u061596	instagram	Instagram	referral	retarget_q4	Not applicable	Tablet	Ghana	/weddings	1	0	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000162426	2025-02-28T08:35:59Z	2025-02-28	u060228	facebook	Facebook / Meta	paid	black_friday	Cj0KCQ4028369665	Tablet	South Africa	/about	1	0	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000162427	2025-02-28T21:06:57Z	2025-02-28	u005561	email	Email	referral	Not applicable	Not applicable	Desktop	United States	/contact	1	0	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000162428	2025-02-28T07:14:19Z	2025-02-28	u087693	google	Google	none	wedding_season_23	Not applicable	Mobile	Nigeria	/weddings	2	156	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000162429	2025-02-28T15:38:25Z	2025-02-28	u047667	google.com	Google	email	harmattan_drop	Not applicable	Mobile	Nigeria	/contact	6	402	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000162430	2025-02-28T10:09:49Z	2025-02-28	u075428	tiktok	TikTok	paid	wedding_season_24	Cj0KCQ7625579383	Tablet	Nigeria	/commercial	1	19	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000162431	2025-02-28T19:47:19Z	2025-02-28	u086871	direct	Direct	referral	harmattan_drop	Not applicable	Tablet	Nigeria	/	2	177	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000162432	2025-02-28T22:14:01Z	2025-02-28	u011811	tik tok	TikTok	organic	harmattan_drop	Not applicable	Tablet	Ghana	/commercial	4	179	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000162433	2025-02-28T19:21:47Z	2025-02-28	u083730	newsletter	Email	none	retarget_q4	Not applicable	Desktop	United States	/	60	0	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	True	False	Not applicable	0.0	True	False
S000162434	2025-02-28T09:05:18Z	2025-02-28	u063434	instagram	Instagram	organic	wedding_season_24	Not applicable	Mobile	Nigeria	/contact	1	0	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000162435	2025-02-28T21:14:20Z	2025-02-28	u043961	google	Google	none	harmattan_drop	Not applicable	Mobile	Nigeria	/contact	40	0	SemrushBot/7~bl	True	False	Not applicable	0.0	True	False
S000162436	2025-02-28T20:52:15Z	2025-02-28	u084546	(direct)	Direct	none	blackfriday24	Not applicable	Mobile	South Africa	/rates	2	94	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000162437	2025-02-28T19:13:39Z	2025-02-28	u081669	instagram	Instagram	referral	lagos_nights_launch	Not applicable	Mobile	Nigeria	/commercial	3	60	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000162438	2025-02-28T18:13:21Z	2025-02-28	u055761	google	Google	none	brand_always_on	Not applicable	Mobile	Nigeria	/	1	35	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000162439	2025-02-28T07:20:09Z	2025-02-28	u022812	facebook	Facebook / Meta	referral	retarget_q4	Not applicable	Desktop	Nigeria	/shop	4	225	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000162440	2025-02-28T14:32:51Z	2025-02-28	u049648	email	Email	social	Not applicable	Not applicable	Mobile	Unknown	/weddings	2	85	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000162441	2025-02-28T08:50:31Z	2025-02-28	u001754	newsletter	Email	organic	harmattan_drop	Not applicable	Tablet	Ghana	/weddings	60	0	SemrushBot/7~bl	False	False	Not applicable	0.0	True	False
S000162442	2025-02-28T02:40:36Z	2025-02-28	u053435	referral	Referral / Other	paid	harmattan_drop	Cj0KCQ1701008734	Desktop	Nigeria	/portfolio	2	117	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000162443	2025-02-28T08:00:28Z	2025-02-28	u077011	email	Email	paid	black_friday	Cj0KCQ1623698229	Mobile	United Kingdom	/commercial	2	137	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000162444	2025-02-28T10:17:20Z	2025-02-28	u046526	tiktok	TikTok	paid	Not applicable	Cj0KCQ5698294410	Desktop	Ghana	/portfolio	2	140	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000162445	2025-02-28T13:17:51Z	2025-02-28	u041782	google.com	Google	social	Not applicable	Not applicable	Desktop	Nigeria	/shop	2	187	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000162446	2025-02-28T12:30:41Z	2025-02-28	u007223	google	Google	none	retarget_q4	Not applicable	Desktop	Nigeria	/portfolio	2	141	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000162447	2025-02-28T19:23:44Z	2025-02-28	u025860	fb	Facebook / Meta	referral	wedding_season_24	Not applicable	Desktop	Nigeria	/rates	6	262	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000162448	2025-02-28T00:18:24Z	2025-02-28	u032709	google.com	Google	none	brand_always_on	Not applicable	Mobile	Nigeria	/blog/5-tips-for-your-wedding-film	1	91	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000162449	2025-02-28T09:02:15Z	2025-02-28	u013512	twitter	Referral / Other	social	brand_always_on	Not applicable	Mobile	Nigeria	/portfolio	1	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000162450	2025-02-28T19:19:10Z	2025-02-28	u041019	fb	Facebook / Meta	social	blackfriday24	Not applicable	Mobile	United States	/booking	3	264	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000162451	2025-02-28T08:43:08Z	2025-02-28	u028538	google	Google	email	black_friday	Not applicable	Tablet	United Kingdom	/	2	38	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000162452	2025-02-28T19:31:30Z	2025-02-28	u074159	x.com	Referral / Other	none	blackfriday24	Not applicable	Desktop	Kenya	/weddings	15	1378	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000162453	2025-02-28T20:51:30Z	2025-02-28	u034058	youtube	YouTube	social	wedding_season_23	Not applicable	Mobile	Nigeria	/blog/5-tips-for-your-wedding-film	3	101	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000162454	2025-02-28T07:13:39Z	2025-02-28	u015222	email	Email	paid	harmattan_drop	Cj0KCQ6482504298	Tablet	Nigeria	/portfolio	2	114	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000162455	2025-02-28T20:35:39Z	2025-02-28	u034207	ig	Instagram	email	blackfriday24	Not applicable	Mobile	Canada	/portfolio	4	179	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000162456	2025-02-28T11:10:59Z	2025-02-28	u080951	google	Google	paid	retarget_q4	Cj0KCQ4424321016	Mobile	Nigeria	/shop	1	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000162457	2025-02-28T19:22:42Z	2025-02-28	u047512	email	Email	paid	lagos_nights_launch	Cj0KCQ8747007660	Mobile	Kenya	/shop	40	0	HeadlessChrome/119.0.0.0	True	False	Not applicable	0.0	True	False
S000162458	2025-02-28T18:02:01Z	2025-02-28	u017031	referral	Referral / Other	referral	Not applicable	Not applicable	Desktop	Nigeria	/weddings	1	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000162459	2025-02-28T12:24:01Z	2025-02-28	u079990	google	Google	paid	black_friday	Cj0KCQ3082872518	Desktop	Nigeria	/contact	3	255	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000162460	2025-02-28T19:34:18Z	2025-02-28	u044708	newsletter	Email	paid	Not applicable	Cj0KCQ8255696861	Tablet	Nigeria	/blog/5-tips-for-your-wedding-film	2	70	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000162461	2025-02-28T09:50:05Z	2025-02-28	u003095	(direct)	Direct	social	Not applicable	Not applicable	Mobile	Nigeria	/contact	1	27	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000162462	2025-02-28T18:02:18Z	2025-02-28	u025281	google	Google	none	brand_always_on	Not applicable	Desktop	Nigeria	/booking	1	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000162463	2025-02-28T08:30:44Z	2025-02-28	u052475	twitter	Referral / Other	none	wedding_season_24	Not applicable	Tablet	United States	/	1	0	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	True	False	Not applicable	0.0	True	False
S000162464	2025-02-28T11:12:10Z	2025-02-28	u083935	linkedin	Referral / Other	none	blackfriday24	Not applicable	Mobile	United States	/weddings	6	117	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000162465	2025-02-28T18:36:46Z	2025-02-28	u021902	newsletter	Email	social	wedding_season_24	Not applicable	Mobile	Nigeria	/portfolio	9	435	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000162466	2025-02-28T06:25:59Z	2025-02-28	u024114	google.com	Google	none	harmattan_drop	Not applicable	Mobile	Nigeria	/	1	0	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000162467	2025-02-28T15:07:53Z	2025-02-28	u005097	vimeo	Referral / Other	none	harmattan_drop	Not applicable	Tablet	Ghana	/contact	4	331	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000162468	2025-02-28T19:05:43Z	2025-02-28	u000686	google	Google	paid	lagos_nights_launch	Cj0KCQ4219531297	Mobile	Nigeria	/commercial	4	260	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000162469	2025-02-28T07:32:11Z	2025-02-28	u058880	fb	Facebook / Meta	paid	Not applicable	Cj0KCQ6532085030	Mobile	Unknown	/weddings	2	64	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000162470	2025-02-28T18:03:24Z	2025-02-28	u016087	x.com	Referral / Other	social	wedding_season_23	Not applicable	Desktop	Nigeria	/shop	1	21	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000162471	2025-02-28T15:50:01Z	2025-02-28	u072168	x.com	Referral / Other	social	lagos_nights_launch	Not applicable	Mobile	United Kingdom	/shop	1	0	Mozilla/5.0 (compatible; SEMrush spider)	True	False	Not applicable	0.0	True	False
S000162472	2025-02-28T01:33:52Z	2025-02-28	u033997	yt	YouTube	none	harmattan_drop	Not applicable	Mobile	Ghana	/portfolio	15	438	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000162473	2025-02-28T01:08:25Z	2025-02-28	u081373	yt	YouTube	social	wedding_season_24	Not applicable	Tablet	Nigeria	/contact	1	0	curl/8.1.2	True	False	Not applicable	0.0	True	False
S000162474	2025-02-28T13:50:01Z	2025-02-28	u044052	ig	Instagram	none	Not applicable	Not applicable	Mobile	Nigeria	/shop	9	652	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000162475	2025-02-28T15:45:04Z	2025-02-28	u044859	youtube	YouTube	social	wedding_season_24	Not applicable	Tablet	Nigeria	/blog/5-tips-for-your-wedding-film	1	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000162476	2025-02-28T05:41:29Z	2025-02-28	u067873	vimeo	Referral / Other	referral	showreel_push	Not applicable	Desktop	Canada	/weddings	1	67	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000162477	2025-02-28T21:48:35Z	2025-02-28	u083559	facebook	Facebook / Meta	none	blackfriday24	Not applicable	Mobile	Nigeria	/shop	2	69	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000162478	2025-02-28T19:17:28Z	2025-02-28	u034888	tiktok	TikTok	paid	retarget_q4	Cj0KCQ9810572138	Mobile	Nigeria	/about	1	30	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000162479	2025-02-28T17:35:28Z	2025-02-28	u072638	instagram	Instagram	none	blackfriday24	Not applicable	Tablet	Nigeria	/about	1	48	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000162480	2025-02-28T15:32:49Z	2025-02-28	u080361	instagram	Instagram	none	wedding_season_23	Not applicable	Desktop	United States	/contact	9	152	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000162481	2025-02-28T10:24:11Z	2025-02-28	u084942	meta	Facebook / Meta	email	wedding_season_24	Not applicable	Mobile	Nigeria	/commercial	1	0	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000162482	2025-02-28T06:14:03Z	2025-02-28	u026819	twitter	Referral / Other	paid	wedding_season_24	Cj0KCQ5590075479	Mobile	Kenya	/shop	3	63	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000162483	2025-02-28T15:11:25Z	2025-02-28	u040976	tik tok	TikTok	email	wedding_season_23	Not applicable	Desktop	Nigeria	/about	1	0	Mozilla/5.0 (compatible; bingbot/2.0)	False	False	Not applicable	0.0	True	False
S000162484	2025-02-28T08:26:46Z	2025-02-28	u033949	(direct)	Direct	none	brand_always_on	Not applicable	Mobile	Nigeria	/shop	4	199	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000162485	2025-02-28T10:12:24Z	2025-02-28	u012556	meta	Facebook / Meta	social	retarget_q4	Not applicable	Tablet	Nigeria	/portfolio	1	81	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000162486	2025-02-28T11:40:54Z	2025-02-28	u055602	tiktok	TikTok	none	harmattan_drop	Not applicable	Tablet	United Kingdom	/shop	1	54	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000162487	2025-02-28T11:23:09Z	2025-02-28	u066840	youtube	YouTube	social	wedding_season_23	Not applicable	Mobile	Nigeria	/booking	1	93	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000162488	2025-02-28T11:27:41Z	2025-02-28	u061021	newsletter	Email	referral	harmattan_drop	Not applicable	Tablet	Ghana	/shop	4	175	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000162489	2025-02-28T14:55:36Z	2025-02-28	u046903	(direct)	Direct	referral	retarget_q4	Not applicable	Desktop	Nigeria	/shop/harmattan-drop	1	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000162490	2025-02-28T09:27:40Z	2025-02-28	u015023	fb	Facebook / Meta	email	harmattan_drop	Not applicable	Desktop	Nigeria	/contact	9	539	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000162491	2025-02-28T09:26:35Z	2025-02-28	u062972	facebook	Facebook / Meta	none	Not applicable	Not applicable	Mobile	Nigeria	/	2	165	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000162492	2025-02-28T02:28:37Z	2025-02-28	u043838	google	Google	none	harmattan_drop	Not applicable	Mobile	United Kingdom	/commercial	9	264	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000162493	2025-02-28T21:43:19Z	2025-02-28	u075119	fb	Facebook / Meta	none	showreel_push	Not applicable	Mobile	Nigeria	/shop/harmattan-drop	2	165	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000162494	2025-02-28T06:41:46Z	2025-02-28	u018329	google	Google	social	blackfriday24	Not applicable	Mobile	United States	/shop/harmattan-drop	1	0	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000162495	2025-02-28T13:56:26Z	2025-02-28	u018430	email	Email	none	harmattan_drop	Not applicable	Tablet	Nigeria	/about	4	103	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000162496	2025-02-28T13:26:38Z	2025-02-28	u030222	(direct)	Direct	paid	blackfriday24	Cj0KCQ1623679629	Mobile	Nigeria	/shop/harmattan-drop	2	96	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000162497	2025-02-28T12:05:54Z	2025-02-28	u075760	google.com	Google	organic	harmattan_drop	Not applicable	Desktop	Ghana	/shop	3	283	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000162498	2025-02-28T13:51:42Z	2025-02-28	u048228	google	Google	social	harmattan_drop	Not applicable	Mobile	United Kingdom	/about	1	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
